Transaction_ID,User_ID,Transaction_Date,Amount_USD,Transaction_Type,Product,Round_Up
1517,1372,2025-07-13,-110.4,Withdrawal,Invest,0.0
1518,1034,2026-05-01,2.09,Round-Up,Banking,0.91
1519,1085,2025-09-29,-202.87,Withdrawal,Invest,0.0
1520,1191,2025-11-13,35.09,Recurring Deposit,Invest,0.0
1521,1282,2026-05-02,129.94,One-Time Deposit,Invest,0.0
1522,1119,2025-12-09,87.38,One-Time Deposit,Invest,0.0
1523,1244,2026-04-21,0.16,Round-Up,Banking,0.84
1524,1470,2025-08-05,2.5,Round-Up,Banking,0.5
1525,1300,2026-04-25,0.94,Round-Up,Invest,0.06
1526,1428,2026-03-15,0.2,Round-Up,Banking,0.8
1527,1328,2026-04-21,0.23,Round-Up,Invest,0.77
1528,1010,2026-05-04,155.33,Recurring Deposit,Banking,0.0
1529,1432,2026-01-04,62.89,One-Time Deposit,Banking,0.0
1530,1375,2026-04-23,2.33,Round-Up,Invest,0.67
1531,1087,2025-08-18,17.29,Recurring Deposit,Invest,0.0
1532,1186,2026-04-01,10.61,One-Time Deposit,Invest,0.0
1533,1314,2026-01-30,-110.64,Withdrawal,Banking,0.0
1534,1218,2026-05-02,109.55,Recurring Deposit,Banking,0.0
1535,1154,2026-02-15,2.07,Round-Up,Banking,0.93
1536,1036,2025-10-23,197.08,One-Time Deposit,Banking,0.0
1537,1494,2026-01-16,36.67,One-Time Deposit,Invest,0.0
1538,1071,2025-08-19,2.78,Round-Up,Invest,0.22
1539,1310,2025-08-07,0.69,Round-Up,Banking,0.31
1540,1156,2025-11-25,1.49,Round-Up,Invest,0.51
1541,1287,2026-05-02,2.65,Round-Up,Invest,0.35
1542,1077,2025-12-11,0.24,Round-Up,Banking,0.76
1543,1226,2025-09-16,115.24,One-Time Deposit,Banking,0.0
1544,1278,2025-08-31,0.71,Round-Up,Banking,0.29
1545,1101,2025-07-27,183.46,Recurring Deposit,Banking,0.0
1546,1049,2026-03-02,123.99,One-Time Deposit,Banking,0.0
1547,1463,2025-08-23,0.58,Round-Up,Banking,0.42
1548,1208,2026-03-21,1.38,Round-Up,Banking,0.62
1549,1072,2026-03-04,1.84,Round-Up,Banking,0.16
1550,1195,2025-07-01,0.75,Round-Up,Invest,0.25
1551,1394,2026-03-15,0.91,Round-Up,Invest,0.09
1552,1437,2026-04-27,1.84,Round-Up,Invest,0.16
1553,1064,2025-09-26,201.68,One-Time Deposit,Banking,0.0
1554,1165,2025-11-22,73.3,One-Time Deposit,Banking,0.0
1555,1127,2026-03-19,2.35,Round-Up,Invest,0.65
1556,1475,2026-03-29,1.11,Round-Up,Banking,0.89
1557,1151,2026-03-06,41.22,One-Time Deposit,Invest,0.0
1558,1422,2025-10-21,156.1,Recurring Deposit,Banking,0.0
1559,1307,2026-02-22,238.98,Recurring Deposit,Banking,0.0
1560,1154,2026-02-03,211.12,One-Time Deposit,Invest,0.0
1561,1021,2025-07-07,2.54,Round-Up,Banking,0.46
1562,1382,2026-04-20,2.97,Round-Up,Invest,0.03
1563,1288,2026-03-06,39.88,Recurring Deposit,Invest,0.0
1564,1297,2025-10-21,0.15,Round-Up,Banking,0.85
1565,1272,2026-04-24,-246.56,Withdrawal,Banking,0.0
1566,1027,2026-01-10,62.57,Recurring Deposit,Invest,0.0
1567,1315,2025-08-16,169.08,Recurring Deposit,Banking,0.0
1568,1051,2025-09-24,2.61,Round-Up,Invest,0.39
1569,1402,2025-11-27,62.25,One-Time Deposit,Invest,0.0
1570,1492,2026-02-25,50.98,One-Time Deposit,Invest,0.0
1571,1163,2026-04-29,0.56,Round-Up,Invest,0.44
1572,1386,2025-11-23,2.8,Round-Up,Invest,0.2
1573,1293,2025-11-17,225.36,Recurring Deposit,Banking,0.0
1574,1456,2026-04-16,226.23,One-Time Deposit,Banking,0.0
1575,1073,2025-07-25,2.92,Round-Up,Invest,0.08
1576,1064,2026-03-31,1.5,Round-Up,Banking,0.5
1577,1190,2026-03-24,104.97,Recurring Deposit,Invest,0.0
1578,1131,2026-01-02,196.25,Recurring Deposit,Banking,0.0
1579,1215,2026-05-02,154.9,One-Time Deposit,Invest,0.0
1580,1456,2026-03-30,130.89,One-Time Deposit,Banking,0.0
1581,1463,2025-08-12,0.13,Round-Up,Banking,0.87
1582,1464,2026-01-31,28.57,One-Time Deposit,Invest,0.0
1583,1322,2025-11-30,1.83,Round-Up,Banking,0.17
1584,1223,2026-03-01,-248.06,Withdrawal,Banking,0.0
1585,1477,2025-08-15,26.67,One-Time Deposit,Banking,0.0
1586,1003,2026-04-10,1.12,Round-Up,Banking,0.88
1587,1464,2026-02-04,2.42,Round-Up,Invest,0.58
1588,1066,2026-01-06,137.28,Recurring Deposit,Invest,0.0
1589,1480,2026-04-06,0.33,Round-Up,Invest,0.67
1590,1455,2026-04-21,2.39,Round-Up,Banking,0.61
1591,1267,2026-03-02,213.79,Recurring Deposit,Invest,0.0
1592,1174,2026-04-30,0.19,Round-Up,Invest,0.81
1593,1174,2026-01-23,131.51,Recurring Deposit,Banking,0.0
1594,1032,2026-01-26,1.47,Round-Up,Invest,0.53
1595,1354,2026-04-12,198.44,Recurring Deposit,Banking,0.0
1596,1143,2026-03-07,2.6,Round-Up,Banking,0.4
1597,1306,2025-12-16,0.86,Round-Up,Invest,0.14
1598,1143,2026-01-21,70.08,Recurring Deposit,Banking,0.0
1599,1250,2026-05-04,7.64,One-Time Deposit,Banking,0.0
1600,1165,2025-09-14,1.8,Round-Up,Banking,0.2
1601,1405,2026-03-25,0.58,Round-Up,Banking,0.42
1602,1307,2026-01-29,83.35,One-Time Deposit,Banking,0.0
1603,1302,2026-03-02,31.66,One-Time Deposit,Banking,0.0
1604,1352,2026-02-22,-34.1,Withdrawal,Banking,0.0
1605,1097,2026-05-02,-81.03,Withdrawal,Banking,0.0
1606,1445,2025-10-25,14.22,One-Time Deposit,Invest,0.0
1607,1466,2026-03-31,1.11,Round-Up,Invest,0.89
1608,1075,2026-04-09,57.37,One-Time Deposit,Invest,0.0
1609,1369,2025-07-09,132.23,Recurring Deposit,Banking,0.0
1610,1257,2026-05-02,2.36,Round-Up,Banking,0.64
1611,1496,2025-06-27,2.93,Round-Up,Invest,0.07
1612,1200,2025-11-08,0.73,Round-Up,Invest,0.27
1613,1499,2025-08-30,2.59,Round-Up,Banking,0.41
1614,1234,2026-05-04,1.87,Round-Up,Banking,0.13
1615,1256,2026-02-28,79.12,One-Time Deposit,Invest,0.0
1616,1355,2025-12-04,63.89,Recurring Deposit,Banking,0.0
1617,1392,2025-10-23,153.11,One-Time Deposit,Banking,0.0
1618,1306,2025-12-28,0.69,Round-Up,Invest,0.31
1619,1264,2025-11-11,0.22,Round-Up,Invest,0.78
1620,1484,2026-04-19,43.93,One-Time Deposit,Invest,0.0
1621,1085,2026-03-22,2.97,Round-Up,Invest,0.03
1622,1380,2026-02-25,56.37,One-Time Deposit,Banking,0.0
1623,1473,2026-05-02,-137.42,Withdrawal,Banking,0.0
1624,1011,2025-07-27,2.48,Round-Up,Banking,0.52
1625,1135,2026-05-04,2.31,Round-Up,Banking,0.69
1626,1038,2026-03-18,197.57,One-Time Deposit,Invest,0.0
1627,1367,2026-04-13,-28.02,Withdrawal,Banking,0.0
1628,1170,2025-11-20,243.85,Recurring Deposit,Banking,0.0
1629,1479,2026-05-02,33.55,Recurring Deposit,Banking,0.0
1630,1112,2025-12-07,2.51,Round-Up,Banking,0.49
1631,1178,2026-04-16,-95.22,Withdrawal,Invest,0.0
1632,1301,2025-10-05,0.86,Round-Up,Invest,0.14
1633,1278,2026-01-02,2.38,Round-Up,Invest,0.62
1634,1330,2025-12-20,96.81,Recurring Deposit,Invest,0.0
1635,1173,2026-04-21,-87.18,Withdrawal,Banking,0.0
1636,1003,2026-04-29,1.82,Round-Up,Banking,0.18
1637,1308,2026-04-17,0.74,Round-Up,Invest,0.26
1638,1101,2025-07-19,1.58,Round-Up,Invest,0.42
1639,1403,2025-10-12,0.71,Round-Up,Invest,0.29
1640,1417,2026-04-09,2.43,Round-Up,Invest,0.57
1641,1465,2026-04-29,-42.82,Withdrawal,Invest,0.0
1642,1206,2025-09-29,46.11,Recurring Deposit,Invest,0.0
1643,1030,2025-10-01,247.37,Recurring Deposit,Invest,0.0
1644,1427,2026-01-21,115.92,Recurring Deposit,Invest,0.0
1645,1446,2026-02-24,35.82,One-Time Deposit,Banking,0.0
1646,1133,2026-04-13,57.62,Recurring Deposit,Invest,0.0
1647,1200,2026-01-04,70.75,One-Time Deposit,Invest,0.0
1648,1409,2025-12-27,0.22,Round-Up,Invest,0.78
1649,1199,2026-03-11,87.21,One-Time Deposit,Banking,0.0
1650,1165,2025-11-07,116.48,One-Time Deposit,Banking,0.0
1651,1388,2025-10-25,45.79,Recurring Deposit,Banking,0.0
1652,1218,2026-02-24,-85.05,Withdrawal,Banking,0.0
1653,1119,2026-01-28,2.6,Round-Up,Invest,0.4
1654,1458,2026-05-02,222.98,Recurring Deposit,Banking,0.0
1655,1331,2025-08-02,2.78,Round-Up,Invest,0.22
1656,1273,2026-01-25,190.44,Recurring Deposit,Banking,0.0
1657,1377,2026-01-06,0.35,Round-Up,Banking,0.65
1658,1058,2025-09-27,1.79,Round-Up,Banking,0.21
1659,1026,2026-01-11,1.07,Round-Up,Banking,0.93
1660,1294,2026-04-29,175.63,One-Time Deposit,Invest,0.0
1661,1242,2026-03-20,0.99,Round-Up,Banking,0.01
1662,1444,2026-02-18,-75.14,Withdrawal,Banking,0.0
1663,1054,2026-03-14,2.47,Round-Up,Invest,0.53
1664,1444,2026-04-03,-171.95,Withdrawal,Banking,0.0
1665,1290,2025-10-24,52.81,Recurring Deposit,Invest,0.0
1666,1269,2026-05-04,2.36,Round-Up,Banking,0.64
1667,1165,2025-10-14,0.83,Round-Up,Banking,0.17
1668,1257,2025-12-22,156.93,Recurring Deposit,Banking,0.0
1669,1233,2026-01-09,130.78,One-Time Deposit,Invest,0.0
1670,1209,2026-03-05,32.91,Recurring Deposit,Invest,0.0
1671,1209,2026-03-12,0.09,Round-Up,Invest,0.91
1672,1314,2025-11-22,114.41,One-Time Deposit,Banking,0.0
1673,1462,2025-07-13,-58.19,Withdrawal,Banking,0.0
1674,1395,2026-04-30,1.92,Round-Up,Invest,0.08
1675,1395,2026-04-13,0.69,Round-Up,Invest,0.31
1676,1475,2026-04-16,0.67,Round-Up,Invest,0.33
1677,1266,2026-01-16,239.61,Recurring Deposit,Banking,0.0
1678,1024,2026-03-28,168.06,Recurring Deposit,Invest,0.0
1679,1201,2026-04-05,0.78,Round-Up,Banking,0.22
1680,1152,2026-03-27,1.27,Round-Up,Invest,0.73
1681,1073,2025-07-14,2.51,Round-Up,Invest,0.49
1682,1053,2025-10-28,2.32,Round-Up,Invest,0.68
1683,1047,2026-04-04,2.44,Round-Up,Invest,0.56
1684,1380,2026-01-28,-184.68,Withdrawal,Banking,0.0
1685,1187,2026-01-03,182.14,One-Time Deposit,Banking,0.0
1686,1296,2026-04-15,0.98,Round-Up,Invest,0.02
1687,1037,2026-04-28,64.03,Recurring Deposit,Banking,0.0
1688,1207,2025-09-04,67.16,One-Time Deposit,Banking,0.0
1689,1448,2026-04-12,98.8,One-Time Deposit,Invest,0.0
1690,1191,2025-11-13,2.57,Round-Up,Invest,0.43
1691,1481,2026-01-10,0.25,Round-Up,Invest,0.75
1692,1118,2025-11-24,-172.67,Withdrawal,Banking,0.0
1693,1330,2026-01-26,208.56,One-Time Deposit,Banking,0.0
1694,1492,2026-03-21,1.97,Round-Up,Invest,0.03
1695,1341,2025-12-27,62.23,One-Time Deposit,Banking,0.0
1696,1119,2025-11-01,-209.0,Withdrawal,Invest,0.0
1697,1206,2025-09-26,2.15,Round-Up,Invest,0.85
1698,1047,2026-04-30,105.46,One-Time Deposit,Banking,0.0
1699,1059,2026-03-20,-11.59,Withdrawal,Banking,0.0
1700,1298,2025-09-03,1.62,Round-Up,Banking,0.38
1701,1001,2026-05-04,197.09,Recurring Deposit,Banking,0.0
1702,1376,2025-09-15,9.42,One-Time Deposit,Invest,0.0
1703,1116,2026-03-12,150.78,Recurring Deposit,Invest,0.0
1704,1129,2025-08-19,0.84,Round-Up,Invest,0.16
1705,1313,2026-05-02,2.85,Round-Up,Banking,0.15
1706,1397,2026-04-30,188.69,Recurring Deposit,Banking,0.0
1707,1041,2025-11-21,0.02,Round-Up,Invest,0.98
1708,1048,2026-04-11,2.35,Round-Up,Banking,0.65
1709,1468,2026-02-23,2.1,Round-Up,Invest,0.9
1710,1012,2026-04-13,0.39,Round-Up,Banking,0.61
1711,1079,2026-03-29,-153.59,Withdrawal,Invest,0.0
1712,1451,2026-03-10,1.83,Round-Up,Banking,0.17
1713,1213,2026-04-30,-243.61,Withdrawal,Invest,0.0
1714,1066,2026-04-22,1.15,Round-Up,Banking,0.85
1715,1193,2026-04-25,20.8,One-Time Deposit,Invest,0.0
1716,1160,2025-11-29,0.74,Round-Up,Banking,0.26
1717,1152,2026-04-21,157.83,Recurring Deposit,Invest,0.0
1718,1482,2026-01-05,236.88,Recurring Deposit,Invest,0.0
1719,1014,2026-02-27,2.28,Round-Up,Invest,0.72
1720,1366,2026-03-08,-88.8,Withdrawal,Banking,0.0
1721,1319,2025-09-23,1.83,Round-Up,Banking,0.17
1722,1378,2026-05-03,209.7,One-Time Deposit,Banking,0.0
1723,1493,2025-09-30,-220.68,Withdrawal,Banking,0.0
1724,1195,2025-08-23,127.82,Recurring Deposit,Invest,0.0
1725,1078,2025-07-19,-50.72,Withdrawal,Banking,0.0
1726,1078,2025-09-07,2.41,Round-Up,Banking,0.59
1727,1439,2025-09-30,1.05,Round-Up,Banking,0.95
1728,1459,2026-04-13,2.28,Round-Up,Banking,0.72
1729,1183,2026-03-17,175.22,One-Time Deposit,Banking,0.0
1730,1443,2025-11-23,79.78,Recurring Deposit,Banking,0.0
1731,1165,2025-10-27,2.91,Round-Up,Banking,0.09
1732,1483,2026-02-14,10.23,Recurring Deposit,Invest,0.0
1733,1122,2026-05-02,0.85,Round-Up,Banking,0.15
1734,1058,2026-01-14,1.33,Round-Up,Banking,0.67
1735,1296,2026-01-19,230.34,Recurring Deposit,Invest,0.0
1736,1165,2025-10-09,162.24,One-Time Deposit,Banking,0.0
1737,1381,2025-09-26,102.68,Recurring Deposit,Invest,0.0
1738,1276,2025-07-18,1.16,Round-Up,Banking,0.84
1739,1329,2025-07-06,226.79,Recurring Deposit,Invest,0.0
1740,1169,2026-03-16,2.84,Round-Up,Invest,0.16
1741,1003,2026-04-24,1.6,Round-Up,Banking,0.4
1742,1415,2025-07-27,236.16,Recurring Deposit,Banking,0.0
1743,1297,2025-12-04,165.24,Recurring Deposit,Banking,0.0
1744,1151,2026-05-04,0.82,Round-Up,Invest,0.18
1745,1304,2026-03-15,1.81,Round-Up,Banking,0.19
1746,1251,2026-04-20,209.18,One-Time Deposit,Banking,0.0
1747,1409,2025-10-29,2.57,Round-Up,Invest,0.43
1748,1367,2026-04-25,65.82,Recurring Deposit,Banking,0.0
1749,1481,2026-03-03,52.0,Recurring Deposit,Invest,0.0
1750,1266,2025-12-22,1.28,Round-Up,Invest,0.72
1751,1245,2026-01-24,238.56,One-Time Deposit,Invest,0.0
1752,1080,2025-11-17,152.5,Recurring Deposit,Invest,0.0
1753,1383,2026-02-09,0.92,Round-Up,Banking,0.08
1754,1200,2026-03-27,238.81,One-Time Deposit,Invest,0.0
1755,1179,2026-04-04,2.97,Round-Up,Invest,0.03
1756,1036,2025-12-28,6.45,One-Time Deposit,Banking,0.0
1757,1234,2026-04-30,2.28,Round-Up,Banking,0.72
1758,1118,2025-08-16,129.42,Recurring Deposit,Banking,0.0
1759,1385,2026-01-31,1.54,Round-Up,Banking,0.46
1760,1111,2025-12-24,0.02,Round-Up,Banking,0.98
1761,1449,2026-02-22,116.34,Recurring Deposit,Banking,0.0
1762,1382,2026-04-23,0.34,Round-Up,Invest,0.66
1763,1421,2026-04-16,1.25,Round-Up,Banking,0.75
1764,1417,2026-01-23,2.37,Round-Up,Invest,0.63
1765,1072,2026-03-13,1.32,Round-Up,Banking,0.68
1766,1348,2026-03-05,-91.52,Withdrawal,Invest,0.0
1767,1373,2025-10-05,80.65,Recurring Deposit,Banking,0.0
1768,1167,2026-02-08,1.75,Round-Up,Invest,0.25
1769,1476,2026-02-27,233.52,Recurring Deposit,Invest,0.0
1770,1072,2026-02-28,145.75,One-Time Deposit,Banking,0.0
1771,1236,2026-01-16,-245.36,Withdrawal,Banking,0.0
1772,1465,2026-04-15,1.7,Round-Up,Banking,0.3
1773,1203,2026-04-26,92.21,One-Time Deposit,Invest,0.0
1774,1047,2026-04-23,114.07,One-Time Deposit,Invest,0.0
1775,1128,2026-04-21,239.97,One-Time Deposit,Banking,0.0
1776,1181,2026-03-10,154.11,One-Time Deposit,Banking,0.0
1777,1272,2026-05-02,0.7,Round-Up,Invest,0.3
1778,1347,2025-11-25,173.9,Recurring Deposit,Invest,0.0
1779,1256,2026-02-24,55.41,One-Time Deposit,Invest,0.0
1780,1350,2026-03-20,-88.14,Withdrawal,Banking,0.0
1781,1337,2026-03-04,0.15,Round-Up,Banking,0.85
1782,1124,2026-03-02,65.02,Recurring Deposit,Invest,0.0
1783,1190,2026-04-06,-6.14,Withdrawal,Invest,0.0
1784,1196,2025-12-31,220.77,Recurring Deposit,Invest,0.0
1785,1364,2025-10-14,77.52,Recurring Deposit,Banking,0.0
1786,1354,2026-04-11,26.16,Recurring Deposit,Banking,0.0
1787,1351,2026-05-01,1.31,Round-Up,Banking,0.69
1788,1386,2025-09-20,141.22,One-Time Deposit,Banking,0.0
1789,1202,2025-07-21,1.26,Round-Up,Banking,0.74
1790,1272,2026-04-26,40.53,One-Time Deposit,Invest,0.0
1791,1254,2025-12-28,1.87,Round-Up,Invest,0.13
1792,1268,2026-01-31,112.38,Recurring Deposit,Invest,0.0
1793,1457,2026-01-02,143.02,One-Time Deposit,Banking,0.0
1794,1336,2025-12-26,2.83,Round-Up,Invest,0.17
1795,1174,2025-12-28,2.13,Round-Up,Invest,0.87
1796,1451,2025-07-25,-109.0,Withdrawal,Banking,0.0
1797,1196,2026-01-23,1.29,Round-Up,Invest,0.71
1798,1271,2026-03-12,2.76,Round-Up,Invest,0.24
1799,1493,2025-10-02,1.73,Round-Up,Invest,0.27
1800,1253,2026-03-28,-62.47,Withdrawal,Banking,0.0
1801,1003,2026-04-25,-203.1,Withdrawal,Banking,0.0
1802,1453,2025-12-10,209.32,Recurring Deposit,Banking,0.0
1803,1301,2025-11-16,32.33,Recurring Deposit,Banking,0.0
1804,1272,2026-04-27,1.83,Round-Up,Invest,0.17
1805,1418,2026-04-16,-174.87,Withdrawal,Banking,0.0
1806,1163,2026-04-21,1.88,Round-Up,Banking,0.12
1807,1194,2026-01-02,0.63,Round-Up,Banking,0.37
1808,1381,2025-08-16,2.38,Round-Up,Invest,0.62
1809,1308,2026-04-18,41.76,One-Time Deposit,Invest,0.0
1810,1088,2026-03-24,76.34,Recurring Deposit,Banking,0.0
1811,1493,2026-01-06,0.97,Round-Up,Invest,0.03
1812,1134,2026-04-29,-207.36,Withdrawal,Banking,0.0
1813,1247,2025-11-08,2.43,Round-Up,Banking,0.57
1814,1485,2026-04-13,1.79,Round-Up,Banking,0.21
1815,1425,2025-08-31,119.66,One-Time Deposit,Banking,0.0
1816,1121,2025-11-01,162.92,Recurring Deposit,Invest,0.0
1817,1480,2026-01-10,189.15,Recurring Deposit,Invest,0.0
1818,1240,2025-12-23,85.07,One-Time Deposit,Banking,0.0
1819,1369,2025-08-09,148.66,One-Time Deposit,Invest,0.0
1820,1387,2026-01-10,0.22,Round-Up,Invest,0.78
1821,1059,2026-04-16,180.52,One-Time Deposit,Banking,0.0
1822,1055,2026-03-19,-45.35,Withdrawal,Banking,0.0
1823,1402,2026-02-19,1.23,Round-Up,Invest,0.77
1824,1377,2026-01-29,109.38,Recurring Deposit,Invest,0.0
1825,1458,2026-05-02,222.91,One-Time Deposit,Banking,0.0
1826,1093,2026-04-22,1.83,Round-Up,Banking,0.17
1827,1110,2026-05-02,-241.52,Withdrawal,Invest,0.0
1828,1229,2025-08-30,30.3,One-Time Deposit,Invest,0.0
1829,1472,2026-03-15,2.5,Round-Up,Banking,0.5
1830,1479,2026-04-15,0.51,Round-Up,Banking,0.49
1831,1037,2026-03-25,0.17,Round-Up,Banking,0.83
1832,1089,2025-12-24,203.93,Recurring Deposit,Banking,0.0
1833,1283,2026-04-02,211.15,One-Time Deposit,Banking,0.0
1834,1113,2026-04-24,-169.2,Withdrawal,Banking,0.0
1835,1403,2025-09-23,2.01,Round-Up,Invest,0.99
1836,1489,2026-05-01,0.66,Round-Up,Invest,0.34
1837,1460,2026-04-01,2.03,Round-Up,Invest,0.97
1838,1191,2025-10-06,209.03,One-Time Deposit,Invest,0.0
1839,1206,2025-09-18,-230.77,Withdrawal,Invest,0.0
1840,1005,2026-02-12,125.43,Recurring Deposit,Invest,0.0
1841,1139,2026-04-28,2.77,Round-Up,Invest,0.23
1842,1468,2026-02-01,97.37,Recurring Deposit,Invest,0.0
1843,1148,2025-07-20,43.93,Recurring Deposit,Invest,0.0
1844,1335,2025-10-10,1.95,Round-Up,Banking,0.05
1845,1277,2026-04-29,53.14,Recurring Deposit,Invest,0.0
1846,1227,2026-03-21,1.88,Round-Up,Banking,0.12
1847,1160,2026-02-21,1.87,Round-Up,Banking,0.13
1848,1438,2026-04-06,0.45,Round-Up,Invest,0.55
1849,1330,2026-01-06,12.45,One-Time Deposit,Banking,0.0
1850,1317,2025-10-24,1.16,Round-Up,Banking,0.84
1851,1018,2026-01-30,1.33,Round-Up,Invest,0.67
1852,1280,2026-04-22,1.58,Round-Up,Invest,0.42
1853,1068,2026-01-23,104.4,Recurring Deposit,Invest,0.0
1854,1499,2026-03-27,-26.22,Withdrawal,Banking,0.0
1855,1176,2026-03-20,5.87,Recurring Deposit,Banking,0.0
1856,1144,2025-12-20,2.94,Round-Up,Invest,0.06
1857,1487,2026-05-02,0.36,Round-Up,Invest,0.64
1858,1112,2025-09-30,0.78,Round-Up,Banking,0.22
1859,1022,2026-03-28,2.67,Round-Up,Banking,0.33
1860,1496,2025-06-28,207.56,One-Time Deposit,Invest,0.0
1861,1001,2026-04-01,31.44,One-Time Deposit,Invest,0.0
1862,1217,2025-12-11,129.59,Recurring Deposit,Banking,0.0
1863,1324,2025-10-17,183.87,Recurring Deposit,Banking,0.0
1864,1029,2026-04-05,0.61,Round-Up,Invest,0.39
1865,1143,2026-01-04,0.17,Round-Up,Banking,0.83
1866,1314,2025-11-17,117.08,Recurring Deposit,Banking,0.0
1867,1361,2026-02-28,2.42,Round-Up,Banking,0.58
1868,1467,2025-11-08,1.76,Round-Up,Invest,0.24
1869,1018,2025-11-14,1.82,Round-Up,Invest,0.18
1870,1124,2026-04-07,0.61,Round-Up,Invest,0.39
1871,1467,2025-12-05,1.04,Round-Up,Invest,0.96
1872,1478,2026-04-22,20.91,Recurring Deposit,Banking,0.0
1873,1322,2026-02-04,241.49,Recurring Deposit,Banking,0.0
1874,1496,2025-10-05,2.58,Round-Up,Invest,0.42
1875,1046,2026-03-26,1.46,Round-Up,Invest,0.54
1876,1187,2025-08-25,193.07,Recurring Deposit,Banking,0.0
1877,1364,2025-11-22,0.96,Round-Up,Banking,0.04
1878,1219,2026-03-23,1.02,Round-Up,Invest,0.98
1879,1024,2026-03-07,2.26,Round-Up,Invest,0.74
1880,1238,2026-02-09,2.36,Round-Up,Banking,0.64
1881,1394,2026-04-18,115.93,Recurring Deposit,Invest,0.0
1882,1076,2026-04-16,230.14,Recurring Deposit,Invest,0.0
1883,1368,2026-05-02,0.26,Round-Up,Invest,0.74
1884,1288,2025-11-10,0.21,Round-Up,Invest,0.79
1885,1351,2026-02-11,1.79,Round-Up,Banking,0.21
1886,1152,2026-04-02,2.17,Round-Up,Banking,0.83
1887,1257,2026-01-28,-186.54,Withdrawal,Banking,0.0
1888,1060,2026-01-17,60.08,Recurring Deposit,Banking,0.0
1889,1300,2026-04-29,149.49,One-Time Deposit,Invest,0.0
1890,1020,2026-03-30,42.59,Recurring Deposit,Banking,0.0
1891,1001,2026-04-13,30.16,Recurring Deposit,Invest,0.0
1892,1029,2026-03-18,133.19,Recurring Deposit,Invest,0.0
1893,1220,2026-04-03,1.47,Round-Up,Invest,0.53
1894,1436,2025-09-28,0.2,Round-Up,Banking,0.8
1895,1452,2026-04-06,229.86,Recurring Deposit,Banking,0.0
1896,1385,2026-02-04,1.28,Round-Up,Banking,0.72
1897,1111,2025-10-19,-34.39,Withdrawal,Banking,0.0
1898,1388,2025-08-24,54.66,Recurring Deposit,Banking,0.0
1899,1392,2026-01-02,-46.55,Withdrawal,Invest,0.0
1900,1465,2026-04-23,0.63,Round-Up,Invest,0.37
1901,1276,2025-09-11,200.47,Recurring Deposit,Banking,0.0
1902,1315,2025-07-05,0.55,Round-Up,Banking,0.45
1903,1407,2026-04-26,-100.19,Withdrawal,Banking,0.0
1904,1105,2025-08-30,2.98,Round-Up,Invest,0.02
1905,1369,2025-10-03,95.9,One-Time Deposit,Banking,0.0
1906,1487,2026-04-23,45.91,Recurring Deposit,Invest,0.0
1907,1022,2026-03-15,1.24,Round-Up,Banking,0.76
1908,1397,2026-03-18,63.55,One-Time Deposit,Banking,0.0
1909,1134,2026-05-04,-127.19,Withdrawal,Banking,0.0
1910,1049,2025-12-30,2.91,Round-Up,Banking,0.09
1911,1148,2026-01-27,131.43,One-Time Deposit,Invest,0.0
1912,1471,2026-02-21,0.88,Round-Up,Invest,0.12
1913,1124,2026-03-14,195.44,Recurring Deposit,Invest,0.0
1914,1322,2025-07-26,178.99,One-Time Deposit,Banking,0.0
1915,1309,2026-01-28,2.3,Round-Up,Banking,0.7
1916,1400,2026-04-27,2.46,Round-Up,Banking,0.54
1917,1171,2026-01-22,137.9,One-Time Deposit,Invest,0.0
1918,1360,2026-01-25,2.93,Round-Up,Invest,0.07
1919,1019,2025-10-04,2.96,Round-Up,Invest,0.04
1920,1190,2026-04-01,134.14,One-Time Deposit,Banking,0.0
1921,1098,2026-04-09,1.49,Round-Up,Banking,0.51
1922,1387,2025-10-27,0.75,Round-Up,Invest,0.25
1923,1031,2026-04-27,81.98,Recurring Deposit,Invest,0.0
1924,1285,2026-03-28,1.27,Round-Up,Invest,0.73
1925,1323,2025-08-19,0.63,Round-Up,Banking,0.37
1926,1301,2025-12-19,1.28,Round-Up,Banking,0.72
1927,1273,2026-01-09,129.67,One-Time Deposit,Invest,0.0
1928,1397,2026-05-02,142.84,Recurring Deposit,Banking,0.0
1929,1087,2025-09-25,175.35,Recurring Deposit,Banking,0.0
1930,1416,2026-04-05,0.06,Round-Up,Banking,0.94
1931,1250,2026-05-04,2.25,Round-Up,Banking,0.75
1932,1145,2026-03-25,1.93,Round-Up,Invest,0.07
1933,1028,2026-05-03,0.2,Round-Up,Banking,0.8
1934,1245,2026-01-31,-236.82,Withdrawal,Invest,0.0
1935,1368,2026-05-04,0.08,Round-Up,Invest,0.92
1936,1034,2026-04-13,1.77,Round-Up,Banking,0.23
1937,1129,2025-08-27,2.33,Round-Up,Invest,0.67
1938,1274,2026-02-28,215.03,One-Time Deposit,Banking,0.0
1939,1423,2025-09-17,148.73,Recurring Deposit,Invest,0.0
1940,1314,2025-12-07,195.8,One-Time Deposit,Banking,0.0
1941,1416,2026-01-06,203.15,Recurring Deposit,Banking,0.0
1942,1060,2026-01-01,206.69,One-Time Deposit,Banking,0.0
1943,1234,2026-05-02,1.45,Round-Up,Banking,0.55
1944,1309,2026-04-02,0.14,Round-Up,Banking,0.86
1945,1339,2025-11-19,41.32,Recurring Deposit,Invest,0.0
