Event_ID,User_ID,Event_Date,Event_Type,Platform,Session_Duration_Sec
1203,1077,2026-03-27,View_Portfolio,Web,422
1204,1103,2026-04-20,Login,iOS,512
1205,1226,2025-11-13,Login,iOS,541
1206,1226,2025-10-31,Login,iOS,300
1207,1227,2026-01-11,Login,iOS,99
1208,1096,2025-12-27,Login,Android,380
1209,1429,2026-03-05,Login,iOS,240
1210,1076,2026-04-11,Login,iOS,372
1211,1033,2026-03-07,View_Portfolio,iOS,562
1212,1082,2026-02-23,Deposit,iOS,181
1213,1069,2026-03-18,Login,iOS,309
1214,1339,2026-04-02,View_Portfolio,Web,143
1215,1415,2026-02-22,Withdrawal,Android,306
1216,1219,2026-02-06,Login,iOS,500
1217,1448,2026-03-23,View_Statement,iOS,476
1218,1362,2025-09-03,Login,Web,500
1219,1358,2026-04-21,View_Portfolio,iOS,160
1220,1370,2025-07-08,View_Statement,iOS,47
1221,1399,2025-10-30,Withdrawal,Web,178
1222,1302,2026-04-29,Withdrawal,iOS,40
1223,1120,2025-10-29,View_Statement,Android,409
1224,1048,2026-03-20,Login,iOS,89
1225,1068,2025-10-02,Login,Web,589
1226,1339,2026-04-27,Deposit,iOS,78
1227,1085,2025-12-15,View_Portfolio,Web,191
1228,1382,2026-04-17,Deposit,Android,229
1229,1424,2025-10-22,View_Statement,iOS,201
1230,1377,2026-04-09,Login,Android,135
1231,1385,2026-01-17,View_Portfolio,Web,540
1232,1276,2026-03-05,View_Statement,iOS,327
1233,1256,2026-03-01,Deposit,Web,268
1234,1406,2025-07-27,View_Statement,iOS,424
1235,1438,2026-03-24,Login,iOS,330
1236,1205,2026-03-20,View_Statement,iOS,580
1237,1233,2025-07-29,View_Statement,Web,194
1238,1065,2026-04-25,Login,Web,21
1239,1399,2025-10-18,Deposit,Web,97
1240,1317,2026-02-19,Deposit,iOS,107
1241,1079,2026-03-20,Login,Web,417
1242,1014,2026-01-08,Login,iOS,402
1243,1325,2025-09-24,Login,iOS,77
1244,1378,2026-05-04,Deposit,iOS,368
1245,1305,2026-02-11,Deposit,Web,327
1246,1390,2025-12-20,View_Statement,Android,88
1247,1169,2026-04-09,Login,iOS,354
1248,1159,2026-04-30,Withdrawal,Android,129
1249,1116,2026-04-30,Login,iOS,275
1250,1346,2026-04-07,Withdrawal,iOS,19
1251,1192,2025-10-26,View_Statement,iOS,591
1252,1345,2026-04-09,Login,iOS,253
1253,1435,2026-05-03,Login,iOS,334
1254,1443,2025-11-08,Deposit,Android,325
1255,1183,2026-05-01,Login,iOS,477
1256,1373,2025-10-12,Deposit,Android,479
1257,1378,2026-05-01,Login,Android,224
1258,1433,2026-04-17,Login,Android,483
1259,1231,2025-11-15,Withdrawal,iOS,535
1260,1168,2025-10-27,View_Statement,iOS,264
1261,1015,2025-11-02,Deposit,iOS,327
1262,1454,2025-10-26,Login,iOS,265
1263,1193,2026-05-02,Login,Android,536
1264,1233,2025-06-09,View_Statement,Android,181
1265,1263,2025-12-10,View_Statement,iOS,384
1266,1446,2026-02-28,Login,Android,469
1267,1054,2026-02-19,View_Statement,iOS,584
1268,1180,2025-06-07,View_Statement,iOS,289
1269,1435,2026-03-11,Login,Android,523
1270,1004,2026-02-01,Withdrawal,Android,370
1271,1257,2026-02-14,Deposit,iOS,433
1272,1361,2026-04-05,Login,Android,528
1273,1322,2026-02-04,Login,Android,502
1274,1240,2026-01-23,Login,iOS,513
1275,1482,2026-01-21,View_Statement,Web,469
1276,1163,2026-04-14,View_Portfolio,iOS,582
1277,1494,2026-02-02,Login,iOS,437
1278,1461,2025-11-30,Deposit,Android,512
1279,1337,2026-04-28,Deposit,Web,118
1280,1138,2026-02-01,Deposit,iOS,476
1281,1451,2025-11-18,View_Portfolio,Android,461
1282,1324,2026-02-18,Deposit,iOS,139
1283,1473,2026-04-14,Login,iOS,481
1284,1229,2026-04-26,Login,iOS,54
1285,1491,2026-04-05,Deposit,Android,404
1286,1102,2025-11-18,Withdrawal,iOS,481
1287,1477,2025-07-22,Deposit,iOS,260
1288,1193,2026-04-05,Deposit,iOS,210
1289,1307,2026-02-01,View_Portfolio,iOS,132
1290,1030,2025-10-16,Deposit,iOS,528
1291,1295,2026-03-28,View_Statement,iOS,38
1292,1247,2025-07-05,Login,Web,492
1293,1394,2026-02-10,View_Statement,Android,332
1294,1221,2026-04-08,Login,iOS,266
1295,1172,2025-05-28,Deposit,iOS,381
1296,1160,2026-04-17,Deposit,iOS,439
1297,1172,2025-06-06,Login,iOS,308
1298,1063,2026-05-02,View_Statement,Web,596
1299,1061,2026-03-24,Login,Android,519
1300,1065,2026-03-17,Withdrawal,iOS,454
1301,1169,2026-04-19,View_Portfolio,Android,47
1302,1081,2026-02-12,Login,Android,361
1303,1247,2025-08-08,View_Statement,iOS,465
1304,1268,2026-01-26,Deposit,iOS,576
1305,1380,2026-02-10,View_Statement,iOS,26
1306,1258,2025-06-15,Withdrawal,iOS,395
1307,1073,2025-07-12,Deposit,iOS,505
1308,1332,2026-02-23,Login,Android,509
1309,1188,2026-04-26,View_Portfolio,Android,148
1310,1025,2026-04-10,Login,iOS,599
1311,1228,2025-12-10,Deposit,iOS,475
1312,1118,2025-07-07,Login,iOS,288
1313,1445,2025-09-21,Login,Android,353
1314,1108,2026-04-19,Login,Android,53
1315,1242,2026-04-15,View_Statement,Android,256
1316,1099,2026-01-25,Deposit,Android,449
1317,1022,2026-03-30,Withdrawal,iOS,185
1318,1481,2026-03-20,View_Portfolio,Web,46
1319,1498,2025-10-31,Withdrawal,iOS,585
1320,1056,2025-09-23,Login,iOS,312
1321,1149,2026-04-15,Deposit,iOS,504
1322,1311,2026-02-19,View_Statement,iOS,566
1323,1040,2026-04-14,Login,iOS,67
1324,1435,2026-02-26,Deposit,Android,74
1325,1150,2026-03-01,Deposit,Android,391
1326,1412,2025-11-30,Login,iOS,333
1327,1121,2026-03-26,View_Statement,iOS,249
1328,1260,2025-11-20,Login,Android,268
1329,1026,2025-11-18,Login,iOS,251
1330,1471,2026-02-26,View_Statement,Android,336
1331,1112,2026-03-10,Withdrawal,iOS,275
1332,1369,2025-10-29,Login,Web,275
1333,1444,2026-04-12,Login,iOS,586
1334,1023,2026-04-27,View_Statement,iOS,378
1335,1169,2026-04-23,Login,Android,323
1336,1314,2026-04-09,Deposit,Android,253
1337,1264,2026-01-10,Login,iOS,302
1338,1116,2026-05-04,View_Statement,Android,340
1339,1480,2026-04-11,View_Portfolio,iOS,87
1340,1307,2026-04-29,Deposit,iOS,303
1341,1231,2026-03-22,Withdrawal,Android,517
1342,1189,2026-03-25,View_Statement,iOS,326
1343,1492,2026-04-29,View_Statement,Web,459
1344,1257,2026-02-05,View_Portfolio,iOS,112
1345,1120,2026-03-17,View_Portfolio,Android,595
1346,1286,2026-01-20,Login,iOS,38
1347,1476,2026-04-11,Login,iOS,330
1348,1273,2026-04-06,View_Portfolio,Android,373
1349,1407,2026-04-30,View_Portfolio,iOS,258
1350,1358,2026-05-02,View_Statement,Android,263
1351,1378,2026-05-02,Login,iOS,106
1352,1152,2026-03-30,Withdrawal,iOS,31
1353,1086,2025-09-27,Deposit,iOS,531
1354,1325,2025-07-31,View_Portfolio,Android,565
1355,1345,2026-04-22,Login,Android,163
1356,1436,2026-01-13,View_Portfolio,iOS,407
1357,1327,2025-11-11,Login,Android,149
1358,1246,2026-04-13,Withdrawal,Android,29
1359,1314,2026-01-09,Deposit,Android,491
1360,1406,2026-01-22,Deposit,iOS,300
1361,1315,2025-12-28,Withdrawal,Android,374
1362,1428,2026-03-02,View_Statement,iOS,223
1363,1293,2026-03-15,Login,iOS,584
1364,1162,2025-10-30,Withdrawal,Android,495
1365,1100,2026-01-18,Login,Android,421
1366,1369,2025-06-05,View_Portfolio,Android,224
1367,1185,2026-05-04,Deposit,iOS,251
1368,1441,2025-09-13,Deposit,Android,493
1369,1424,2026-02-09,View_Portfolio,iOS,288
1370,1276,2025-11-22,Deposit,Android,152
1371,1485,2026-03-01,Login,iOS,145
1372,1017,2025-11-30,View_Statement,iOS,471
1373,1436,2025-11-23,Deposit,Web,126
1374,1260,2026-03-02,Deposit,iOS,592
1375,1447,2025-10-19,Deposit,Android,365
1376,1245,2026-02-16,View_Portfolio,iOS,32
1377,1306,2026-01-10,Login,Android,90
1378,1338,2026-01-30,Login,iOS,98
1379,1476,2026-02-13,Login,Android,468
1380,1050,2026-04-21,Deposit,iOS,548
1381,1272,2026-04-27,Login,Web,594
1382,1235,2025-07-09,Withdrawal,iOS,487
1383,1072,2026-03-23,Login,iOS,332
1384,1317,2025-12-04,View_Portfolio,Android,488
1385,1044,2026-03-18,Withdrawal,iOS,531
1386,1402,2025-11-05,Login,Web,60
1387,1306,2026-05-02,Login,iOS,202
1388,1477,2025-08-05,View_Portfolio,iOS,567
1389,1488,2026-04-18,View_Portfolio,iOS,112
1390,1080,2025-08-31,View_Portfolio,Web,245
1391,1286,2026-01-28,Login,Android,348
1392,1049,2026-04-15,View_Statement,Android,199
1393,1098,2026-04-14,Withdrawal,Android,126
1394,1478,2026-03-21,Login,Web,80
1395,1405,2025-07-02,Deposit,Android,281
1396,1406,2026-04-18,Withdrawal,Web,240
1397,1431,2025-10-12,Login,iOS,460
1398,1025,2026-04-21,View_Statement,iOS,463
1399,1214,2026-01-23,View_Portfolio,iOS,563
1400,1056,2025-06-15,Login,Web,105
1401,1255,2025-10-26,View_Statement,Android,512
1402,1448,2026-04-28,Deposit,Android,305
1403,1156,2026-03-10,Deposit,iOS,279
1404,1487,2026-04-25,View_Portfolio,iOS,436
1405,1161,2026-01-30,Deposit,Android,470
1406,1194,2026-01-22,Deposit,iOS,69
1407,1004,2026-03-31,Login,Android,21
1408,1464,2026-03-26,Deposit,Android,67
1409,1268,2026-03-30,Deposit,iOS,339
1410,1401,2025-10-20,Deposit,Web,405
1411,1036,2026-05-01,Deposit,iOS,365
1412,1016,2025-09-20,Deposit,Web,485
1413,1487,2026-04-08,Deposit,Android,465
1414,1407,2026-05-03,Deposit,iOS,541
1415,1456,2026-03-11,Login,Android,544
1416,1377,2026-02-01,Login,Android,452
1417,1137,2026-04-28,Deposit,Android,364
1418,1078,2025-09-05,Login,Android,554
1419,1311,2025-09-15,Login,Android,380
1420,1073,2025-07-21,Login,Web,55
1421,1320,2026-03-26,Login,iOS,44
1422,1431,2025-10-17,Login,iOS,31
1423,1245,2026-01-29,Login,iOS,43
1424,1346,2025-12-15,Login,Web,45
1425,1228,2025-09-13,Login,Android,110
1426,1195,2026-03-25,Login,iOS,495
1427,1246,2026-04-22,Login,iOS,163
1428,1394,2026-02-27,View_Portfolio,iOS,50
1429,1089,2026-03-22,Login,Android,531
1430,1260,2026-03-02,Deposit,Android,366
1431,1286,2026-02-15,Login,Web,400
1432,1498,2025-11-16,Login,Android,51
1433,1139,2026-04-10,Deposit,iOS,148
1434,1051,2026-03-23,Deposit,Android,474
1435,1147,2026-01-06,Login,Android,81
1436,1242,2025-12-27,Login,Android,592
1437,1397,2026-04-13,Login,iOS,119
1438,1441,2025-09-22,View_Portfolio,iOS,81
1439,1484,2026-05-03,Login,iOS,55
1440,1387,2026-04-09,Login,Web,398
1441,1368,2026-04-25,View_Portfolio,iOS,121
1442,1334,2025-11-02,Login,Android,279
1443,1458,2026-04-27,Login,iOS,43
1444,1422,2026-02-23,Login,iOS,579
1445,1232,2026-03-12,Login,Web,226
1446,1027,2025-07-28,Login,iOS,475
1447,1344,2026-04-16,View_Statement,iOS,449
1448,1208,2026-04-13,View_Portfolio,iOS,413
1449,1138,2026-04-29,Deposit,Android,278
1450,1374,2026-04-18,Deposit,Android,135
1451,1437,2026-04-26,Deposit,iOS,243
1452,1155,2026-02-19,Deposit,Android,508
1453,1007,2025-08-18,View_Portfolio,Web,210
1454,1115,2025-12-05,Deposit,iOS,232
1455,1092,2026-03-10,Login,Android,54
1456,1346,2026-01-04,Login,Android,463
1457,1082,2026-01-29,View_Statement,iOS,567
1458,1013,2025-11-03,Login,Android,267
1459,1072,2026-03-05,View_Portfolio,iOS,149
1460,1091,2025-12-05,Withdrawal,Android,329
1461,1188,2026-03-08,Deposit,iOS,52
1462,1398,2026-05-04,Login,Android,60
1463,1105,2026-01-13,Login,iOS,376
1464,1300,2026-04-19,Deposit,Web,406
1465,1454,2025-12-11,Withdrawal,iOS,238
1466,1084,2025-11-04,Withdrawal,Android,419
1467,1028,2026-03-21,Deposit,Web,234
1468,1279,2026-04-29,Login,iOS,415
1469,1012,2025-09-20,View_Portfolio,Web,324
1470,1408,2025-11-11,View_Statement,Android,212
1471,1307,2025-11-27,View_Statement,iOS,312
1472,1364,2026-03-11,Deposit,iOS,40
1473,1150,2026-01-29,Login,Android,363
1474,1318,2025-07-26,Login,iOS,422
1475,1026,2025-12-08,Deposit,iOS,50
1476,1214,2026-01-20,Withdrawal,Web,218
1477,1314,2026-05-04,Deposit,Web,283
1478,1455,2026-04-21,Deposit,iOS,105
1479,1399,2025-10-24,View_Portfolio,iOS,19
1480,1240,2026-01-13,Login,Web,381
1481,1222,2026-02-25,View_Statement,Android,258
1482,1068,2026-01-10,Login,Android,38
1483,1262,2025-11-19,Login,iOS,29
1484,1496,2026-01-02,View_Portfolio,Android,338
1485,1111,2026-04-15,View_Statement,Android,461
1486,1130,2026-01-28,View_Portfolio,iOS,152
1487,1159,2026-05-03,View_Portfolio,Android,189
1488,1280,2026-04-27,View_Portfolio,iOS,224
1489,1291,2026-04-19,Deposit,Android,371
1490,1303,2026-04-17,Withdrawal,iOS,345
1491,1031,2026-04-29,Login,iOS,138
1492,1089,2026-03-24,Login,Android,412
1493,1456,2026-01-02,Deposit,iOS,419
1494,1332,2026-02-15,Withdrawal,iOS,324
1495,1118,2025-09-16,Login,iOS,525
1496,1130,2026-01-24,Deposit,Android,229
1497,1207,2025-08-28,View_Statement,iOS,506
1498,1360,2026-04-02,Deposit,iOS,197
1499,1059,2026-04-15,View_Statement,Web,300
1500,1096,2026-01-22,View_Portfolio,iOS,373
1501,1319,2025-08-30,Deposit,iOS,433
1502,1246,2026-04-24,Login,iOS,164
1503,1459,2026-03-27,Login,Web,184
1504,1145,2026-03-09,Deposit,iOS,319
1505,1310,2025-12-07,Withdrawal,iOS,271
1506,1125,2026-04-20,Login,Android,170
1507,1405,2026-02-07,View_Portfolio,Android,513
1508,1022,2026-04-06,Withdrawal,Web,195
1509,1381,2025-06-08,Login,Android,502
1510,1353,2026-04-17,View_Portfolio,iOS,47
1511,1372,2025-07-14,Login,Android,553
1512,1439,2026-04-23,Login,iOS,68
1513,1285,2026-03-24,Login,Android,183
1514,1207,2025-06-12,Login,Android,314
1515,1405,2026-03-16,View_Portfolio,Android,356
1516,1258,2026-02-19,Deposit,iOS,78
1517,1298,2025-12-06,Deposit,iOS,499
1518,1052,2026-02-03,Withdrawal,iOS,499
1519,1038,2026-04-15,Withdrawal,Web,585
1520,1387,2026-02-15,Deposit,iOS,163
1521,1153,2025-11-16,View_Portfolio,Android,570
1522,1333,2025-08-02,Deposit,iOS,511
1523,1216,2025-12-20,View_Portfolio,iOS,245
1524,1446,2026-01-10,View_Portfolio,iOS,229
1525,1223,2026-01-10,Login,Android,203
1526,1143,2026-01-21,Deposit,Android,268
1527,1454,2026-04-06,View_Portfolio,Android,504
1528,1105,2025-08-18,View_Portfolio,Android,493
1529,1010,2026-05-01,Login,iOS,158
1530,1457,2026-01-19,Login,Android,439
1531,1242,2026-01-10,Deposit,Android,374
1532,1489,2026-04-30,Login,Android,176
1533,1376,2026-01-16,Login,Android,559
1534,1383,2026-03-12,Login,iOS,37
1535,1114,2026-04-06,Login,Web,462
1536,1233,2026-02-27,Login,Web,71
1537,1069,2026-02-25,View_Portfolio,Android,518
1538,1365,2026-01-12,Login,iOS,177
1539,1044,2026-02-05,Deposit,Android,240
1540,1169,2026-03-06,Deposit,iOS,44
1541,1211,2026-04-26,View_Portfolio,iOS,222
1542,1276,2026-02-09,Login,Web,290
1543,1481,2026-02-23,Login,Android,520
1544,1107,2025-12-16,View_Portfolio,Android,488
1545,1421,2026-02-28,View_Portfolio,Web,280
1546,1479,2026-04-16,Deposit,Web,188
1547,1167,2026-01-29,Login,Android,150
1548,1205,2026-01-20,Login,iOS,105
1549,1119,2025-12-23,Login,iOS,360
1550,1486,2026-03-09,Login,Web,34
1551,1109,2026-04-05,Login,Web,160
1552,1454,2025-10-28,Login,iOS,90
1553,1239,2026-01-24,Login,iOS,501
1554,1008,2026-04-24,View_Portfolio,Android,488
1555,1043,2025-12-28,Withdrawal,iOS,316
1556,1394,2026-03-12,Login,iOS,382
1557,1297,2025-07-11,View_Statement,Web,147
1558,1132,2026-05-02,View_Portfolio,iOS,465
1559,1206,2025-09-27,Login,Android,448
1560,1388,2025-09-10,Login,iOS,387
1561,1280,2026-03-18,Login,Android,290
1562,1239,2026-03-24,Withdrawal,Android,195
1563,1277,2026-03-21,Login,iOS,73
1564,1394,2026-04-01,Login,iOS,328
1565,1046,2026-01-25,Deposit,iOS,541
1566,1473,2026-03-23,Withdrawal,Android,553
1567,1198,2025-10-01,Login,Android,61
1568,1464,2026-03-04,Deposit,iOS,264
1569,1121,2026-01-31,Login,iOS,47
1570,1300,2026-04-25,Deposit,iOS,161
1571,1220,2026-04-12,Login,iOS,492
1572,1356,2025-11-22,Deposit,Android,209
1573,1289,2026-02-15,Deposit,Android,273
1574,1094,2026-04-17,Login,iOS,143
1575,1292,2026-05-02,Login,Android,180
1576,1153,2025-09-30,Login,iOS,508
1577,1013,2026-02-16,Login,Android,470
1578,1423,2025-10-22,Login,Android,420
1579,1207,2025-08-29,Login,Android,588
1580,1255,2026-02-25,Login,Android,15
1581,1422,2025-09-17,Login,Android,587
1582,1158,2026-04-22,View_Portfolio,Android,153
1583,1270,2025-11-21,View_Portfolio,Android,450
1584,1306,2025-06-23,Login,iOS,71
1585,1068,2026-04-10,Deposit,iOS,458
1586,1257,2025-12-15,View_Statement,iOS,155
1587,1189,2026-02-04,Deposit,iOS,260
1588,1003,2026-04-11,View_Portfolio,Android,122
1589,1237,2026-01-14,View_Portfolio,Web,431
1590,1434,2026-02-25,View_Statement,Android,506
1591,1445,2026-04-18,Login,Web,591
1592,1420,2026-02-11,Login,iOS,11
1593,1132,2026-03-21,Login,Android,290
1594,1171,2025-12-03,Deposit,iOS,460
1595,1270,2025-10-17,Deposit,Web,259
1596,1089,2026-04-20,Login,Android,454
1597,1103,2026-03-07,Login,Web,18
1598,1125,2026-02-10,Withdrawal,Android,423
1599,1067,2026-01-24,Login,iOS,499
1600,1263,2025-11-20,Deposit,iOS,414
1601,1008,2026-04-22,Withdrawal,Web,310
1602,1044,2026-03-10,Deposit,Android,149
1603,1448,2026-02-23,Login,Web,563
1604,1135,2026-04-05,View_Portfolio,iOS,133
1605,1248,2026-01-24,Login,iOS,311
1606,1304,2026-03-25,View_Portfolio,iOS,591
1607,1318,2025-11-13,View_Portfolio,Android,356
1608,1025,2026-04-13,Deposit,iOS,69
1609,1465,2026-04-22,Deposit,Android,576
1610,1474,2026-04-13,Login,iOS,319
1611,1374,2026-04-23,View_Portfolio,Android,264
1612,1196,2026-04-25,Login,Android,68
1613,1192,2025-08-30,Deposit,iOS,557
1614,1369,2025-05-27,Login,iOS,67
1615,1402,2026-03-04,View_Statement,Android,116
1616,1122,2026-04-15,View_Statement,Web,400
1617,1260,2026-03-16,Withdrawal,iOS,316
1618,1401,2025-11-30,Deposit,Android,535
1619,1047,2026-04-14,Login,Web,417
1620,1374,2026-03-29,Deposit,Android,267
1621,1209,2026-03-12,View_Portfolio,Web,129
1622,1301,2025-10-15,Deposit,Web,382
1623,1089,2026-04-18,Deposit,Web,300
1624,1442,2025-07-22,View_Portfolio,Android,163
1625,1003,2026-05-03,Login,Android,361
1626,1396,2025-12-29,View_Portfolio,iOS,152
1627,1475,2026-04-06,Deposit,iOS,372
1628,1145,2025-09-21,Login,iOS,147
1629,1374,2026-03-30,Withdrawal,iOS,517
1630,1022,2026-04-05,View_Portfolio,iOS,292
1631,1039,2025-12-20,Deposit,iOS,250
1632,1295,2026-02-27,Deposit,iOS,419
1633,1107,2025-09-09,View_Portfolio,iOS,155
1634,1496,2025-10-28,View_Portfolio,iOS,458
1635,1100,2025-12-26,View_Statement,iOS,360
1636,1272,2026-05-02,Login,Android,598
1637,1229,2025-09-29,Deposit,Android,580
1638,1435,2026-02-13,View_Portfolio,Web,328
1639,1374,2026-03-28,Deposit,Android,196
1640,1285,2026-04-27,Deposit,iOS,396
1641,1206,2025-10-07,Deposit,Android,328
1642,1071,2025-12-21,Login,Android,23
1643,1169,2026-04-27,Login,Android,188
1644,1185,2026-05-02,Login,Android,92
1645,1412,2025-12-02,Deposit,iOS,122
1646,1333,2025-07-07,Login,Android,103
1647,1208,2026-01-18,View_Portfolio,iOS,240
1648,1405,2025-08-19,Login,Android,461
1649,1388,2025-12-22,Login,iOS,504
1650,1487,2026-04-22,View_Statement,iOS,385
1651,1382,2026-04-22,Deposit,Android,109
1652,1355,2025-12-08,Login,Web,327
1653,1372,2025-08-01,View_Portfolio,iOS,476
1654,1271,2026-04-03,Withdrawal,Android,555
1655,1437,2026-04-27,Deposit,iOS,288
1656,1346,2026-05-04,View_Portfolio,iOS,503
1657,1430,2026-04-04,Login,iOS,444
1658,1135,2026-04-08,Login,Android,115
1659,1146,2026-05-02,View_Portfolio,Android,193
1660,1345,2026-04-30,Login,Android,506
1661,1485,2026-03-04,View_Statement,iOS,209
1662,1149,2026-04-15,Login,iOS,402
1663,1116,2026-04-27,Login,iOS,385
1664,1392,2025-10-17,Deposit,Android,23
1665,1187,2025-08-29,Withdrawal,iOS,72
1666,1020,2026-03-29,Login,iOS,241
1667,1338,2026-01-28,Login,Android,458
1668,1373,2025-09-08,View_Statement,Web,544
1669,1467,2026-02-14,View_Portfolio,iOS,425
1670,1244,2026-02-05,Login,Android,389
1671,1067,2026-01-10,Deposit,iOS,244
1672,1439,2025-10-09,Deposit,iOS,543
1673,1062,2026-04-10,View_Portfolio,Android,222
1674,1486,2026-02-26,Deposit,Android,166
1675,1274,2026-04-01,View_Portfolio,iOS,382
1676,1347,2026-02-16,View_Statement,Web,238
1677,1463,2025-12-14,Deposit,Android,430
1678,1110,2026-05-04,Login,Android,438
1679,1056,2026-04-05,Deposit,iOS,135
1680,1085,2025-10-08,View_Portfolio,iOS,51
1681,1406,2025-08-13,Deposit,iOS,113
1682,1264,2025-12-23,View_Portfolio,iOS,171
1683,1395,2026-04-12,View_Portfolio,iOS,383
1684,1107,2025-09-12,Login,Android,252
1685,1012,2025-12-17,Deposit,iOS,83
1686,1176,2025-11-28,Withdrawal,iOS,89
1687,1359,2025-12-26,Login,Android,371
1688,1319,2025-06-03,Deposit,Android,317
1689,1027,2025-08-01,Login,Android,326
1690,1291,2026-04-22,View_Portfolio,Web,427
1691,1130,2026-02-13,View_Statement,Web,114
1692,1227,2026-04-26,Login,Web,468
1693,1479,2026-04-16,Withdrawal,Android,12
1694,1136,2026-05-01,Deposit,Android,496
1695,1020,2026-01-20,View_Portfolio,iOS,265
1696,1264,2026-02-21,Withdrawal,Android,469
1697,1447,2025-12-01,Login,Android,242
1698,1324,2026-03-16,Login,iOS,302
1699,1159,2026-04-24,Login,iOS,387
1700,1160,2026-04-24,View_Statement,Android,278
1701,1397,2026-03-07,Deposit,Web,504
1702,1342,2025-11-12,View_Statement,iOS,143
1703,1026,2026-01-14,Deposit,iOS,304
1704,1081,2026-03-28,Deposit,Android,597
1705,1413,2026-04-21,View_Portfolio,iOS,83
1706,1475,2026-03-02,View_Portfolio,Android,132
1707,1376,2026-03-02,Login,Android,163
1708,1470,2026-02-15,Login,iOS,420
1709,1018,2026-01-13,Login,Android,543
1710,1069,2026-03-05,View_Portfolio,iOS,89
1711,1396,2025-12-09,View_Portfolio,Android,564
1712,1130,2026-02-26,Login,iOS,242
1713,1426,2026-02-24,Login,iOS,247
1714,1135,2026-04-11,Deposit,iOS,74
1715,1303,2026-05-02,Deposit,Android,102
1716,1379,2026-03-20,Deposit,Android,43
1717,1218,2026-04-23,View_Statement,Android,588
1718,1310,2025-07-12,View_Portfolio,Android,232
1719,1487,2026-04-13,Login,Android,571
1720,1015,2025-09-02,Login,iOS,209
1721,1496,2026-04-14,Login,Android,472
1722,1186,2026-03-07,Login,iOS,529
1723,1417,2026-01-09,View_Portfolio,Web,457
1724,1495,2025-08-19,Login,Android,173
1725,1195,2025-06-17,Deposit,Web,39
1726,1191,2025-09-23,Deposit,Android,104
1727,1234,2026-04-26,Login,iOS,370
1728,1432,2026-01-26,Login,iOS,412
1729,1066,2026-04-23,View_Portfolio,Android,570
1730,1081,2026-03-19,View_Portfolio,iOS,235
1731,1449,2026-02-01,Login,iOS,598
1732,1036,2025-11-23,Deposit,iOS,122
1733,1235,2025-12-08,Deposit,iOS,259
1734,1017,2026-04-20,Withdrawal,iOS,454
1735,1002,2026-04-23,Withdrawal,Android,471
1736,1033,2026-02-20,View_Portfolio,iOS,551
1737,1349,2026-04-30,Login,iOS,80
1738,1380,2026-01-17,Login,Android,259
1739,1134,2026-04-09,View_Portfolio,iOS,203
1740,1427,2026-01-26,View_Portfolio,Android,300
1741,1356,2026-01-18,Login,Android,490
1742,1344,2025-12-09,Deposit,iOS,444
1743,1267,2025-08-24,Login,iOS,567
1744,1005,2026-04-04,View_Portfolio,Android,199
1745,1286,2026-02-04,Withdrawal,iOS,455
1746,1394,2026-01-31,Login,Web,41
1747,1485,2026-03-24,Deposit,Web,410
1748,1347,2025-11-28,Deposit,Android,508
1749,1091,2025-10-25,Login,iOS,28
1750,1152,2026-02-27,View_Portfolio,iOS,362
1751,1443,2026-05-03,Login,iOS,194
1752,1378,2026-05-04,Deposit,iOS,521
1753,1118,2025-06-14,Deposit,Web,234
1754,1451,2026-01-04,View_Portfolio,iOS,401
1755,1061,2025-10-17,Login,iOS,272
1756,1358,2026-04-27,Deposit,Web,579
1757,1026,2026-01-15,Login,iOS,36
1758,1109,2026-01-05,View_Portfolio,iOS,561
1759,1368,2026-04-17,Login,Web,243
1760,1295,2026-01-20,Withdrawal,iOS,365
1761,1210,2025-11-18,Deposit,Android,118
1762,1259,2026-04-08,Login,iOS,429
1763,1294,2026-05-04,Login,Android,28
1764,1042,2026-04-19,Login,iOS,134
1765,1304,2026-04-30,View_Portfolio,Android,100
1766,1473,2026-02-27,Deposit,iOS,449
1767,1013,2026-02-22,View_Statement,iOS,591
1768,1089,2026-01-23,Login,Android,345
1769,1088,2026-04-26,Login,iOS,545
1770,1312,2026-04-26,View_Statement,Android,161
1771,1489,2026-05-02,Withdrawal,Android,167
1772,1187,2025-11-02,View_Portfolio,Android,251
1773,1063,2025-08-09,View_Statement,iOS,186
1774,1336,2025-12-09,View_Statement,Web,172
1775,1043,2026-01-11,Login,Android,157
1776,1233,2026-03-26,Login,iOS,301
1777,1234,2026-04-27,Login,Android,379
1778,1075,2025-10-22,View_Portfolio,Android,118
1779,1253,2026-03-16,Login,iOS,354
1780,1313,2026-05-04,Deposit,iOS,379
1781,1149,2026-04-28,View_Portfolio,Web,31
1782,1479,2026-04-25,Withdrawal,iOS,202
1783,1182,2026-04-28,Login,Android,160
1784,1207,2025-09-01,Deposit,iOS,304
1785,1181,2026-01-13,Login,Android,96
1786,1173,2026-05-01,Deposit,iOS,47
1787,1241,2025-12-15,Login,iOS,184
1788,1164,2025-09-11,Login,Android,400
1789,1063,2025-09-26,View_Portfolio,Android,112
1790,1382,2026-04-23,View_Statement,Android,437
1791,1235,2025-08-30,View_Statement,iOS,230
1792,1125,2026-04-07,Login,iOS,178
1793,1257,2026-04-16,View_Portfolio,iOS,435
1794,1092,2026-04-18,Withdrawal,Android,595
1795,1225,2025-11-01,View_Portfolio,Android,472
